striker,phase,season,runs,balls,strike_rate
HH Gibbs,Powerplay,2010,138,113,122.12
HH Gibbs,Powerplay,2012,39,51,76.47
HH Pandya,Death,2015,93,41,226.83
HH Pandya,Death,2016,17,20,85.0
HH Pandya,Death,2017,176,98,179.59
HH Pandya,Death,2018,146,105,139.05
HH Pandya,Death,2019,295,150,196.67
HH Pandya,Death,2021,297,164,181.1
HH Pandya,Death,2022,104,74,140.54
HH Pandya,Death,2023,100,59,169.49
HH Pandya,Death,2024,50,34,147.06
HH Pandya,Death,2025,140,82,170.73
HH Pandya,Death,2026,80,59,135.59
HH Pandya,Middle,2015,12,11,109.09
HH Pandya,Middle,2016,14,18,77.78
HH Pandya,Middle,2017,74,61,121.31
HH Pandya,Middle,2018,114,90,126.67
HH Pandya,Middle,2019,105,59,177.97
HH Pandya,Middle,2021,107,99,108.08
HH Pandya,Middle,2022,317,232,136.64
HH Pandya,Middle,2023,182,135,134.81
HH Pandya,Middle,2024,150,107,140.19
HH Pandya,Middle,2025,84,55,152.73
HH Pandya,Middle,2026,112,81,138.27
HH Pandya,Powerplay,2016,13,25,52.0
HH Pandya,Powerplay,2022,65,64,101.56
HH Pandya,Powerplay,2023,59,57,103.51
HH Pandya,Powerplay,2024,16,10,160.0
HM Amla,Death,2016,32,16,200.0
HM Amla,Death,2017,88,35,251.43
HM Amla,Middle,2016,39,30,130.0
HM Amla,Middle,2017,155,126,123.02
HM Amla,Powerplay,2016,86,73,117.81
HM Amla,Powerplay,2017,175,126,138.89
HR Shokeen,Death,2023,23,17,135.29
HR Shokeen,Middle,2022,42,43,97.67
HV Patel,Death,2012,13,12,108.33
HV Patel,Death,2015,19,12,158.33
HV Patel,Death,2018,35,15,233.33
HV Patel,Death,2021,63,44,143.18
HV Patel,Death,2022,39,30,130.0
HV Patel,Death,2025,20,25,80.0
HV Patel,Middle,2018,25,18,138.89
HV Patel,Middle,2021,17,26,65.38
HV Patel,Middle,2024,12,13,92.31
Harbhajan Singh,Death,2008,30,16,187.5
Harbhajan Singh,Death,2009,60,38,157.89
Harbhajan Singh,Death,2010,96,54,177.78
Harbhajan Singh,Death,2011,48,28,171.43
Harbhajan Singh,Death,2012,79,60,131.67
Harbhajan Singh,Death,2013,111,68,163.24
Harbhajan Singh,Death,2014,28,25,112.0
Harbhajan Singh,Death,2015,74,43,172.09
Harbhajan Singh,Death,2016,67,45,148.89
Harbhajan Singh,Death,2017,16,16,100.0
Harbhajan Singh,Middle,2011,15,14,107.14
Harbhajan Singh,Middle,2012,29,20,145.0
Harbhajan Singh,Middle,2013,5,11,45.45
Harbhajan Singh,Middle,2015,31,19,163.16
Harbhajan Singh,Middle,2016,25,39,64.1
Harbhajan Singh,Middle,2018,22,21,104.76
Harbhajan Singh,Powerplay,2011,40,29,137.93
Harbhajan Singh,Powerplay,2015,11,10,110.0
Harpreet Brar,Death,2019,20,12,166.67
Harpreet Brar,Death,2021,62,55,112.73
Harpreet Brar,Death,2023,44,31,141.94
Harpreet Brar,Death,2024,64,44,145.45
Harpreet Brar,Middle,2022,15,20,75.0
Harpreet Brar,Middle,2023,8,10,80.0
Harpreet Brar,Middle,2024,11,10,110.0
Harpreet Brar,Middle,2025,4,11,36.36
Harpreet Singh,Death,2011,8,10,80.0
Harpreet Singh,Death,2024,11,14,78.57
Harpreet Singh,Middle,2011,6,10,60.0
Harpreet Singh,Middle,2023,33,35,94.29
Harpreet Singh,Powerplay,2023,18,16,112.5
Harpreet Singh,Powerplay,2024,12,13,92.31
Harshit Rana,Death,2025,30,32,93.75
Harshit Rana,Middle,2025,27,20,135.0
Himmat Singh,Death,2026,63,37,170.27
Himmat Singh,Middle,2026,26,28,92.86
I Sharma,Death,2009,10,10,100.0
I Sharma,Death,2010,5,15,33.33
I Udana,Death,2021,15,11,136.36
IK Pathan,Death,2008,97,67,144.78
IK Pathan,Death,2009,93,70,132.86
IK Pathan,Death,2010,151,77,196.1
IK Pathan,Death,2011,101,62,162.9
IK Pathan,Death,2012,92,59,155.93
IK Pathan,Death,2013,84,68,123.53
IK Pathan,Death,2014,42,35,120.0
IK Pathan,Middle,2008,26,44,59.09
IK Pathan,Middle,2009,71,69,102.9
IK Pathan,Middle,2010,84,74,113.51
IK Pathan,Middle,2011,49,75,65.33
IK Pathan,Middle,2012,84,67,125.37
IK Pathan,Middle,2013,57,76,75.0
IK Pathan,Middle,2014,13,19,68.42
IK Pathan,Middle,2016,9,11,81.82
IK Pathan,Powerplay,2009,32,19,168.42
IK Pathan,Powerplay,2010,41,35,117.14
IK Pathan,Powerplay,2013,12,11,109.09
IR Jaggi,Death,2012,13,14,92.86
IR Jaggi,Middle,2011,9,13,69.23
IR Jaggi,Middle,2017,28,27,103.7
IR Jaggi,Powerplay,2011,19,24,79.17
IR Jaggi,Powerplay,2017,5,12,41.67
Imran Tahir,Death,2021,13,10,130.0
Iqbal Abdulla,Death,2011,15,12,125.0
Iqbal Abdulla,Death,2013,6,11,54.55
Iqbal Abdulla,Death,2015,16,13,123.08
Iqbal Abdulla,Death,2016,26,10,260.0
Iqbal Abdulla,Middle,2016,10,16,62.5
Ishan Kishan,Death,2016,13,14,92.86
Ishan Kishan,Death,2017,48,25,192.0
Ishan Kishan,Death,2021,137,70,195.71
Ishan Kishan,Death,2022,36,17,211.76
Ishan Kishan,Death,2025,99,46,215.22
Ishan Kishan,Death,2026,62,32,193.75
Ishan Kishan,Middle,2016,29,27,107.41
Ishan Kishan,Middle,2017,69,71,97.18
Ishan Kishan,Middle,2018,211,119,177.31
Ishan Kishan,Middle,2019,83,82,101.22
Ishan Kishan,Middle,2021,391,295,132.54
Ishan Kishan,Middle,2022,157,130,120.77
Ishan Kishan,Middle,2023,120,86,139.53
Ishan Kishan,Middle,2024,73,60,121.67
Ishan Kishan,Middle,2025,169,115,146.96
Ishan Kishan,Middle,2026,353,194,181.96
Ishan Kishan,Powerplay,2017,160,109,146.79
Ishan Kishan,Powerplay,2018,56,61,91.8
Ishan Kishan,Powerplay,2019,13,15,86.67
Ishan Kishan,Powerplay,2021,225,165,136.36
Ishan Kishan,Powerplay,2022,221,199,111.06
Ishan Kishan,Powerplay,2023,333,230,144.78
Ishan Kishan,Powerplay,2024,239,148,161.49
Ishan Kishan,Powerplay,2025,86,70,122.86
Ishan Kishan,Powerplay,2026,187,104,179.81
J Arunkumar,Powerplay,2008,23,23,100.0
J Botha,Death,2011,71,55,129.09
J Botha,Death,2012,48,38,126.32
J Botha,Death,2013,3,10,30.0
J Botha,Death,2015,31,15,206.67
J Botha,Middle,2009,29,21,138.1
J Botha,Middle,2011,150,127,118.11
J Botha,Middle,2012,10,16,62.5
J Botha,Middle,2013,15,19,78.95
J Botha,Powerplay,2009,11,13,84.62
J Botha,Powerplay,2011,9,16,56.25
J Botha,Powerplay,2013,25,23,108.7
J Fraser-McGurk,Middle,2024,64,35,182.86
J Fraser-McGurk,Middle,2025,23,14,164.29
J Fraser-McGurk,Powerplay,2024,260,104,250.0
J Fraser-McGurk,Powerplay,2025,32,38,84.21
J Overton,Death,2026,85,55,154.55
J Overton,Middle,2026,47,30,156.67
J Suchith,Death,2015,42,22,190.91
J Suchith,Middle,2015,6,10,60.0
J Suchith,Middle,2019,6,13,46.15
J Syed Mohammad,Death,2011,15,12,125.0
J Syed Mohammad,Middle,2013,9,11,81.82
J Yadav,Death,2016,6,10,60.0
J Yadav,Death,2021,25,17,147.06
JA Morkel,Death,2008,100,76,131.58
JA Morkel,Death,2009,91,62,146.77
JA Morkel,Death,2010,133,75,177.33
JA Morkel,Death,2011,123,87,141.38
JA Morkel,Death,2012,91,51,178.43
JA Morkel,Death,2013,27,18,150.0
JA Morkel,Death,2015,42,21,200.0
JA Morkel,Middle,2008,135,86,156.98
JA Morkel,Middle,2010,64,55,116.36
JA Morkel,Middle,2011,14,13,107.69
JA Morkel,Middle,2012,16,17,94.12
JA Morkel,Middle,2013,19,19,100.0
JA Morkel,Middle,2014,34,32,106.25
JA Morkel,Middle,2015,31,35,88.57
JA Richardson,Middle,2021,15,22,68.18
JC Archer,Death,2018,14,14,100.0
JC Archer,Death,2019,67,40,167.5
JC Archer,Death,2021,88,51,172.55
JC Archer,Death,2025,31,23,134.78
JC Archer,Death,2026,45,31,145.16
JC Archer,Middle,2025,32,27,118.52
JC Archer,Middle,2026,15,15,100.0
JC Buttler,Death,2016,122,57,214.04
JC Buttler,Death,2018,106,71,149.3
JC Buttler,Death,2021,65,31,209.68
JC Buttler,Death,2022,173,76,227.63
JC Buttler,Death,2023,49,27,181.48
JC Buttler,Death,2024,72,35,205.71
JC Buttler,Death,2025,133,71,187.32
JC Buttler,Death,2026,75,44,170.45
JC Buttler,Middle,2016,116,103,112.62
JC Buttler,Middle,2017,63,48,131.25
JC Buttler,Middle,2018,206,160,128.75
JC Buttler,Middle,2019,144,85,169.41
JC Buttler,Middle,2021,277,179,154.75
JC Buttler,Middle,2022,315,221,142.53
JC Buttler,Middle,2023,154,113,136.28
JC Buttler,Middle,2024,89,71,125.35
JC Buttler,Middle,2025,330,200,165.0
JC Buttler,Middle,2026,284,198,143.43
JC Buttler,Powerplay,2016,16,23,69.57
JC Buttler,Powerplay,2017,210,131,160.31
JC Buttler,Powerplay,2018,235,121,194.21
JC Buttler,Powerplay,2019,167,120,139.17
JC Buttler,Powerplay,2021,228,181,125.97
JC Buttler,Powerplay,2022,369,277,133.21
JC Buttler,Powerplay,2023,185,141,131.21
JC Buttler,Powerplay,2024,198,148,133.78
JC Buttler,Powerplay,2025,75,59,127.12
JC Buttler,Powerplay,2026,167,103,162.14
JD Ryder,Death,2012,45,28,160.71
JD Ryder,Middle,2011,59,34,173.53
JD Ryder,Middle,2012,57,63,90.48
JD Ryder,Powerplay,2009,53,41,129.27
JD Ryder,Powerplay,2011,229,162,141.36
JD Ryder,Powerplay,2012,150,120,125.0
JD Unadkat,Death,2018,36,30,120.0
JD Unadkat,Death,2021,42,34,123.53
JD Unadkat,Death,2022,57,34,167.65
JD Unadkat,Death,2024,24,21,114.29
JDP Oram,Death,2009,51,44,115.91
JDP Oram,Middle,2009,37,48,77.08
JDS Neesham,Death,2014,13,21,61.9
JDS Neesham,Death,2021,13,14,92.86
JDS Neesham,Death,2022,16,12,133.33
JDS Neesham,Middle,2014,29,25,116.0
JDS Neesham,Middle,2022,15,15,100.0
JE Root,Powerplay,2023,10,15,66.67
JEC Franklin,Death,2011,65,36,180.56
JEC Franklin,Death,2012,32,32,100.0
JEC Franklin,Middle,2011,36,34,105.88
JEC Franklin,Middle,2012,115,106,108.49
JEC Franklin,Powerplay,2012,73,84,86.9
JG Bethell,Middle,2025,13,10,130.0
JG Bethell,Middle,2026,13,16,81.25
JG Bethell,Powerplay,2025,54,29,186.21
JG Bethell,Powerplay,2026,83,61,136.07
JH Kallis,Death,2008,27,21,128.57
JH Kallis,Death,2009,44,36,122.22
JH Kallis,Death,2010,101,48,210.42
JH Kallis,Death,2011,47,24,195.83
JH Kallis,Death,2012,108,58,186.21
JH Kallis,Death,2013,39,25,156.0
JH Kallis,Death,2014,28,16,175.0
JH Kallis,Middle,2008,77,77,100.0
JH Kallis,Middle,2009,119,119,100.0
JH Kallis,Middle,2010,196,199,98.49
JH Kallis,Middle,2011,167,165,101.21
JH Kallis,Middle,2012,204,220,92.73
JH Kallis,Middle,2013,150,167,89.82
JH Kallis,Middle,2014,82,63,130.16
JH Kallis,Powerplay,2008,95,85,111.76
JH Kallis,Powerplay,2009,197,176,111.93
JH Kallis,Powerplay,2010,269,242,111.16
JH Kallis,Powerplay,2011,210,189,111.11
JH Kallis,Powerplay,2012,96,104,92.31
JH Kallis,Powerplay,2013,122,130,93.85
JH Kallis,Powerplay,2014,41,49,83.67
JJ Bumrah,Death,2017,16,12,133.33
JJ Bumrah,Death,2018,10,10,100.0
JJ Bumrah,Death,2021,21,20,105.0
JJ Bumrah,Death,2024,12,12,100.0
JJ Roy,Death,2018,27,16,168.75
JJ Roy,Middle,2018,27,19,142.11
JJ Roy,Middle,2021,58,44,131.82
JJ Roy,Middle,2023,108,67,161.19
JJ Roy,Powerplay,2017,45,33,136.36
JJ Roy,Powerplay,2018,66,59,111.86
JJ Roy,Powerplay,2021,92,76,121.05
JJ Roy,Powerplay,2023,177,120,147.5
JJ van der Wath,Death,2011,14,11,127.27
JL Pattinson,Death,2021,15,13,115.38
JM Bairstow,Death,2019,25,10,250.0
JM Bairstow,Death,2021,33,34,97.06
JM Bairstow,Middle,2019,225,142,158.45
JM Bairstow,Middle,2021,240,179,134.08
JM Bairstow,Middle,2022,65,63,103.17
JM Bairstow,Middle,2024,118,72,163.89
JM Bairstow,Powerplay,2019,194,129,150.39
JM Bairstow,Powerplay,2021,320,234,136.75
JM Bairstow,Powerplay,2022,181,105,172.38
JM Bairstow,Powerplay,2024,169,117,144.44
JM Bairstow,Powerplay,2025,80,38,210.53
JM Kemp,Middle,2010,20,13,153.85
JM Sharma,Death,2022,83,41,202.44
JM Sharma,Death,2023,111,60,185.0
JM Sharma,Death,2024,69,38,181.58
JM Sharma,Death,2025,160,80,200.0
JM Sharma,Death,2026,55,42,130.95
JM Sharma,Middle,2022,150,101,148.51
JM Sharma,Middle,2023,181,121,149.59
JM Sharma,Middle,2024,118,104,113.46
JM Sharma,Middle,2025,99,60,165.0
JM Sharma,Middle,2026,61,53,115.09
JM Sharma,Powerplay,2023,10,15,66.67
JO Holder,Death,2014,16,12,133.33
JO Holder,Death,2016,22,19,115.79
JO Holder,Death,2021,86,73,117.81
JO Holder,Death,2022,49,27,181.48
JO Holder,Death,2026,53,39,135.9
JO Holder,Middle,2021,61,46,132.61
JO Holder,Middle,2026,12,10,120.0
JO Holder,Powerplay,2022,8,14,57.14
JP Duminy,Death,2009,136,82,165.85
JP Duminy,Death,2010,87,49,177.55
JP Duminy,Death,2011,90,63,142.86
JP Duminy,Death,2012,166,94,176.6
JP Duminy,Death,2014,217,108,200.93
JP Duminy,Death,2015,98,59,166.1
JP Duminy,Death,2016,73,50,146.0
JP Duminy,Death,2018,13,11,118.18
JP Duminy,Middle,2009,168,174,96.55
JP Duminy,Middle,2010,46,65,70.77
JP Duminy,Middle,2011,114,110,103.64
JP Duminy,Middle,2012,76,90,84.44
JP Duminy,Middle,2014,181,176,102.84
JP Duminy,Middle,2015,203,152,133.55
JP Duminy,Middle,2016,113,96,117.71
JP Duminy,Middle,2018,10,13,76.92
JP Duminy,Powerplay,2009,68,69,98.55
JP Duminy,Powerplay,2010,24,17,141.18
JP Duminy,Powerplay,2014,10,18,55.56
JP Duminy,Powerplay,2015,113,104,108.65
JP Duminy,Powerplay,2018,13,16,81.25
JP Faulkner,Death,2012,14,13,107.69
JP Faulkner,Death,2013,43,38,113.16
JP Faulkner,Death,2014,168,80,210.0
JP Faulkner,Death,2015,97,66,146.97
JP Faulkner,Death,2016,67,44,152.27
JP Faulkner,Death,2017,47,38,123.68
JP Faulkner,Middle,2014,12,13,92.31
JP Faulkner,Middle,2015,46,41,112.2
JP Faulkner,Middle,2016,10,14,71.43
JP Faulkner,Middle,2017,6,18,33.33
JP Faulkner,Powerplay,2013,14,19,73.68
JP Inglis,Death,2025,28,18,155.56
JP Inglis,Middle,2025,122,76,160.53
JP Inglis,Middle,2026,84,61,137.7
JP Inglis,Powerplay,2025,128,77,166.23
JP Inglis,Powerplay,2026,175,77,227.27
JR Hazlewood,Death,2022,16,16,100.0
JR Hazlewood,Middle,2022,2,10,20.0
JR Hopes,Death,2011,63,45,140.0
JR Hopes,Middle,2008,76,45,168.89
JR Hopes,Middle,2011,111,82,135.37
JR Hopes,Powerplay,2008,145,103,140.78
JR Hopes,Powerplay,2011,22,30,73.33
JR Philippe,Middle,2021,26,20,130.0
JR Philippe,Powerplay,2021,51,55,92.73
Joginder Sharma,Death,2009,20,18,111.11
K Goel,Death,2009,14,10,140.0
K Goel,Death,2010,16,18,88.89
K Goel,Middle,2008,15,14,107.14
K Goel,Middle,2009,11,26,42.31
K Goel,Powerplay,2008,61,64,95.31
K Goel,Powerplay,2009,99,97,102.06
K Gowtham,Death,2018,95,42,226.19
K Gowtham,Death,2019,11,11,100.0
K Gowtham,Death,2021,22,14,157.14
K Gowtham,Death,2023,36,20,180.0
K Gowtham,Middle,2018,23,18,127.78
K Gowtham,Middle,2021,20,13,153.85
K Gowtham,Middle,2023,25,16,156.25
K Rabada,Death,2017,6,12,50.0
K Rabada,Death,2019,14,15,93.33
K Rabada,Death,2021,66,50,132.0
K Rabada,Death,2022,46,34,135.29
K Rabada,Death,2024,20,14,142.86
K Rabada,Death,2026,26,20,130.0
K Rabada,Middle,2017,48,49,97.96
K Rabada,Middle,2026,21,18,116.67
KA Jamieson,Death,2021,53,36,147.22
KA Jamieson,Middle,2021,12,19,63.16
KA Jamieson,Middle,2026,12,13,92.31
KA Pollard,Death,2010,205,89,230.34
KA Pollard,Death,2011,97,69,140.58
KA Pollard,Death,2012,102,70,145.71
KA Pollard,Death,2013,244,146,167.12
KA Pollard,Death,2014,172,115,149.57
KA Pollard,Death,2015,225,119,189.08
KA Pollard,Death,2016,136,76,178.95
KA Pollard,Death,2017,158,99,159.6
KA Pollard,Death,2018,25,26,96.15
KA Pollard,Death,2019,161,92,175.0
KA Pollard,Death,2021,381,200,190.5
KA Pollard,Death,2022,100,79,126.58
KA Pollard,Middle,2010,67,56,119.64
KA Pollard,Middle,2011,48,63,76.19
KA Pollard,Middle,2012,118,88,134.09
KA Pollard,Middle,2013,170,132,128.79
KA Pollard,Middle,2014,92,83,110.84
KA Pollard,Middle,2015,190,136,139.71
KA Pollard,Middle,2016,71,61,116.39
KA Pollard,Middle,2017,221,163,135.58
KA Pollard,Middle,2018,96,64,150.0
KA Pollard,Middle,2019,105,82,128.05
KA Pollard,Middle,2021,130,104,125.0
KA Pollard,Middle,2022,44,54,81.48
KA Pollard,Powerplay,2017,16,17,94.12
KB Arun Karthik,Death,2013,22,24,91.67
KB Arun Karthik,Middle,2013,19,14,135.71
KC Sangakkara,Death,2008,47,28,167.86
KC Sangakkara,Death,2009,61,47,129.79
KC Sangakkara,Death,2010,36,24,150.0
KC Sangakkara,Death,2011,12,11,109.09
KC Sangakkara,Death,2012,39,18,216.67
KC Sangakkara,Middle,2008,138,97,142.27
KC Sangakkara,Middle,2009,232,214,108.41
KC Sangakkara,Middle,2010,189,142,133.1
KC Sangakkara,Middle,2011,242,178,135.96
KC Sangakkara,Middle,2012,101,101,100.0
KC Sangakkara,Middle,2013,61,78,78.21
KC Sangakkara,Powerplay,2008,134,72,186.11
KC Sangakkara,Powerplay,2009,39,61,63.93
KC Sangakkara,Powerplay,2010,132,90,146.67
KC Sangakkara,Powerplay,2011,104,102,101.96
KC Sangakkara,Powerplay,2012,54,64,84.38
KC Sangakkara,Powerplay,2013,59,58,101.72
KD Karthik,Death,2008,45,29,155.17
KD Karthik,Death,2009,131,83,157.83
KD Karthik,Death,2010,93,49,189.8
KD Karthik,Death,2011,75,59,127.12
KD Karthik,Death,2012,34,27,125.93
KD Karthik,Death,2013,68,35,194.29
KD Karthik,Death,2014,30,23,130.43
KD Karthik,Death,2015,26,12,216.67
KD Karthik,Death,2016,71,43,165.12
KD Karthik,Death,2017,123,85,144.71
KD Karthik,Death,2018,224,127,176.38
KD Karthik,Death,2019,127,59,215.25
KD Karthik,Death,2021,241,150,160.67
KD Karthik,Death,2022,251,121,207.44
KD Karthik,Death,2023,107,74,144.59
KD Karthik,Death,2024,245,115,213.04
KD Karthik,Middle,2008,100,78,128.21
KD Karthik,Middle,2009,157,134,117.16
KD Karthik,Middle,2010,169,164,103.05
KD Karthik,Middle,2011,190,143,132.87
KD Karthik,Middle,2012,153,139,110.07
KD Karthik,Middle,2013,288,232,124.14
KD Karthik,Middle,2014,231,179,129.05
KD Karthik,Middle,2015,102,92,110.87
KD Karthik,Middle,2016,235,185,127.03
KD Karthik,Middle,2017,218,161,135.4
KD Karthik,Middle,2018,254,195,130.26
KD Karthik,Middle,2019,116,96,120.83
KD Karthik,Middle,2021,139,131,106.11
KD Karthik,Middle,2022,74,57,129.82
KD Karthik,Middle,2023,33,30,110.0
KD Karthik,Middle,2024,77,58,132.76
KD Karthik,Powerplay,2010,16,23,69.57
KD Karthik,Powerplay,2011,17,18,94.44
KD Karthik,Powerplay,2012,51,46,110.87
KD Karthik,Powerplay,2013,149,142,104.93
KD Karthik,Powerplay,2014,64,56,114.29
KD Karthik,Powerplay,2015,13,13,100.0
KD Karthik,Powerplay,2016,29,38,76.32
KD Karthik,Powerplay,2017,16,12,133.33
KD Karthik,Powerplay,2018,20,14,142.86
KD Karthik,Powerplay,2019,10,18,55.56
KD Karthik,Powerplay,2021,12,25,48.0
KH Pandya,Death,2016,80,44,181.82
KH Pandya,Death,2017,99,59,167.8
KH Pandya,Death,2018,119,75,158.67
KH Pandya,Death,2019,84,52,161.54
KH Pandya,Death,2021,122,79,154.43
KH Pandya,Death,2022,59,40,147.5
KH Pandya,Death,2023,20,13,153.85
KH Pandya,Death,2024,82,55,149.09
KH Pandya,Death,2025,37,30,123.33
KH Pandya,Death,2026,94,56,167.86
KH Pandya,Middle,2016,136,66,206.06
KH Pandya,Middle,2017,142,118,120.34
KH Pandya,Middle,2018,107,80,133.75
KH Pandya,Middle,2019,99,98,101.02
KH Pandya,Middle,2021,125,134,93.28
KH Pandya,Middle,2022,107,97,110.31
KH Pandya,Middle,2023,139,119,116.81
KH Pandya,Middle,2024,49,48,102.08
KH Pandya,Middle,2025,65,46,141.3
KH Pandya,Middle,2026,118,87,135.63
KH Pandya,Powerplay,2016,21,14,150.0
KH Pandya,Powerplay,2023,29,32,90.62
KH Pandya,Powerplay,2026,9,10,90.0
KK Cooper,Death,2012,37,19,194.74
KK Cooper,Death,2013,39,22,177.27
KK Cooper,Middle,2014,30,22,136.36
KK Nair,Death,2014,25,11,227.27
KK Nair,Death,2015,69,37,186.49
KK Nair,Death,2016,58,34,170.59
KK Nair,Death,2017,16,10,160.0
KK Nair,Death,2018,84,44,190.91
KK Nair,Middle,2014,169,115,146.96
KK Nair,Middle,2015,103,91,113.19
KK Nair,Middle,2016,177,158,112.03
KK Nair,Middle,2017,61,71,85.92
KK Nair,Middle,2018,192,149,128.86
KK Nair,Middle,2022,13,13,100.0
KK Nair,Middle,2025,89,50,178.0
KK Nair,Powerplay,2014,136,106,128.3
KK Nair,Powerplay,2015,9,17,52.94
KK Nair,Powerplay,2016,117,103,113.59
KK Nair,Powerplay,2017,204,145,140.69
KK Nair,Powerplay,2018,25,28,89.29
KK Nair,Powerplay,2025,109,64,170.31
KL Nagarkoti,Death,2021,16,20,80.0
KL Nagarkoti,Middle,2021,6,13,46.15
KL Rahul,Death,2014,23,17,135.29
KL Rahul,Death,2015,34,21,161.9
KL Rahul,Death,2016,49,29,168.97
KL Rahul,Death,2018,116,45,257.78
KL Rahul,Death,2019,128,78,164.1
KL Rahul,Death,2021,198,107,185.05
KL Rahul,Death,2022,141,74,190.54
KL Rahul,Death,2023,30,30,100.0
KL Rahul,Death,2024,24,19,126.32
KL Rahul,Death,2025,87,48,181.25
KL Rahul,Death,2026,68,30,226.67
KL Rahul,Middle,2014,94,103,91.26
KL Rahul,Middle,2015,99,89,111.24
KL Rahul,Middle,2016,185,126,146.83
KL Rahul,Middle,2018,179,139,128.78
KL Rahul,Middle,2019,232,167,138.92
KL Rahul,Middle,2021,535,391,136.83
KL Rahul,Middle,2022,271,184,147.28
KL Rahul,Middle,2023,107,96,111.46
KL Rahul,Middle,2024,217,155,140.0
KL Rahul,Middle,2025,273,185,147.57
KL Rahul,Middle,2026,283,149,189.93
KL Rahul,Powerplay,2013,12,12,100.0
KL Rahul,Powerplay,2014,49,44,111.36
KL Rahul,Powerplay,2015,8,14,57.14
KL Rahul,Powerplay,2016,163,116,140.52
KL Rahul,Powerplay,2018,364,231,157.58
KL Rahul,Powerplay,2019,232,192,120.83
KL Rahul,Powerplay,2021,569,473,120.3
KL Rahul,Powerplay,2022,203,196,103.57
KL Rahul,Powerplay,2023,137,115,119.13
KL Rahul,Powerplay,2024,273,206,132.52
KL Rahul,Powerplay,2025,186,130,143.08
KL Rahul,Powerplay,2026,241,160,150.62
KM Jadhav,Death,2010,38,23,165.22
KM Jadhav,Death,2011,6,10,60.0
KM Jadhav,Death,2013,92,63,146.03
KM Jadhav,Death,2014,138,86,160.47
KM Jadhav,Death,2015,77,54,142.59
KM Jadhav,Death,2016,36,30,120.0
KM Jadhav,Death,2017,89,57,156.14
KM Jadhav,Death,2019,33,36,91.67
KM Jadhav,Death,2021,26,30,86.67
KM Jadhav,Middle,2010,36,31,116.13
KM Jadhav,Middle,2011,12,11,109.09
KM Jadhav,Middle,2013,55,57,96.49
KM Jadhav,Middle,2015,112,82,136.59
KM Jadhav,Middle,2017,144,98,146.94
KM Jadhav,Middle,2018,14,16,87.5
KM Jadhav,Middle,2019,95,95,100.0
KM Jadhav,Middle,2021,89,85,104.71
KM Jadhav,Powerplay,2017,32,28,114.29
KM Jadhav,Powerplay,2019,31,35,88.57
KMA Paul,Death,2019,18,24,75.0
KP Pietersen,Death,2010,43,25,172.0
KP Pietersen,Death,2012,59,27,218.52
KP Pietersen,Death,2014,20,15,133.33
KP Pietersen,Middle,2009,45,40,112.5
KP Pietersen,Middle,2010,109,84,129.76
KP Pietersen,Middle,2012,169,113,149.56
KP Pietersen,Middle,2014,118,100,118.0
KP Pietersen,Middle,2016,45,43,104.65
KP Pietersen,Powerplay,2009,46,42,109.52
KP Pietersen,Powerplay,2010,84,48,175.0
KP Pietersen,Powerplay,2012,77,67,114.93
KP Pietersen,Powerplay,2014,156,118,132.2
KP Pietersen,Powerplay,2016,28,18,155.56
KR Mayers,Middle,2023,97,58,167.24
KR Mayers,Powerplay,2023,276,200,138.0
KS Bharat,Death,2021,32,19,168.42
KS Bharat,Middle,2021,102,85,120.0
KS Bharat,Powerplay,2021,56,50,112.0
KS Sharma,Middle,2023,6,10,60.0
KS Sharma,Powerplay,2023,6,11,54.55
KS Williamson,Death,2015,25,17,147.06
KS Williamson,Death,2016,29,23,126.09
KS Williamson,Death,2017,75,36,208.33
KS Williamson,Death,2018,61,46,132.61
KS Williamson,Death,2019,54,27,200.0
KS Williamson,Death,2021,194,113,171.68
KS Williamson,Death,2022,19,13,146.15
KS Williamson,Middle,2015,6,10,60.0
KS Williamson,Middle,2016,83,77,107.79
KS Williamson,Middle,2017,157,106,148.11
KS Williamson,Middle,2018,494,320,154.38
KS Williamson,Middle,2019,83,81,102.47
KS Williamson,Middle,2021,267,255,104.71
KS Williamson,Middle,2022,87,74,117.57
KS Williamson,Middle,2024,11,14,78.57
KS Williamson,Powerplay,2016,12,22,54.55
KS Williamson,Powerplay,2017,24,26,92.31
KS Williamson,Powerplay,2018,180,149,120.81
KS Williamson,Powerplay,2019,17,21,80.95
KS Williamson,Powerplay,2021,124,105,118.1
KS Williamson,Powerplay,2022,110,144,76.39
KS Williamson,Powerplay,2024,16,13,123.08
KV Sharma,Death,2013,32,30,106.67
KV Sharma,Death,2014,39,26,150.0
KV Sharma,Death,2015,71,51,139.22
KV Sharma,Death,2016,36,30,120.0
KV Sharma,Death,2017,35,23,152.17
KV Sharma,Death,2024,31,15,206.67
KV Sharma,Middle,2013,46,47,97.87
KV Sharma,Middle,2015,33,34,97.06
KV Sharma,Middle,2017,14,18,77.78
KW Richardson,Death,2013,15,18,83.33
KW Richardson,Middle,2013,19,18,105.56
Kamran Akmal,Death,2008,26,17,152.94
Kamran Akmal,Middle,2008,51,20,255.0
Kamran Akmal,Powerplay,2008,47,40,117.5
Kartik Sharma,Death,2026,77,44,175.0
Kartik Sharma,Middle,2026,187,149,125.5
Kartik Sharma,Powerplay,2026,31,23,134.78
