bowler,phase,season,runs_conceded,legal_balls,wickets,overs,economy
A Nortje,Middle,2026,26.0,18,0,3.0,8.67
A Nortje,Powerplay,2021,286.0,246,12,41.0,6.98
A Nortje,Powerplay,2022,93.0,60,3,10.0,9.3
A Nortje,Powerplay,2023,123.0,84,5,14.0,8.79
A Nortje,Powerplay,2024,69.0,36,2,6.0,11.5
A Nortje,Powerplay,2025,39.0,18,0,3.0,13.0
A Singh,Death,2009,40.0,33,4,5.5,7.27
A Singh,Death,2011,58.0,45,6,7.5,7.73
A Singh,Death,2012,170.0,83,7,13.83,12.29
A Singh,Middle,2009,2.0,6,0,1.0,2.0
A Singh,Middle,2011,51.0,36,1,6.0,8.5
A Singh,Middle,2012,4.0,6,0,1.0,4.0
A Singh,Powerplay,2009,53.0,66,5,11.0,4.82
A Singh,Powerplay,2011,106.0,90,3,15.0,7.07
A Singh,Powerplay,2012,136.0,108,5,18.0,7.56
A Symonds,Death,2009,19.0,12,2,2.0,9.5
A Symonds,Death,2010,107.0,66,4,11.0,9.73
A Symonds,Middle,2008,82.0,36,0,6.0,13.67
A Symonds,Middle,2009,113.0,90,5,15.0,7.53
A Symonds,Middle,2010,187.0,180,6,30.0,6.23
A Symonds,Middle,2011,41.0,24,1,4.0,10.25
A Symonds,Powerplay,2009,28.0,42,2,7.0,4.0
A Symonds,Powerplay,2010,78.0,72,3,12.0,6.5
A Uniyal,Death,2010,26.0,18,2,3.0,8.67
A Uniyal,Middle,2010,18.0,6,0,1.0,18.0
A Uniyal,Powerplay,2010,22.0,12,1,2.0,11.0
A Zampa,Death,2016,36.0,30,6,5.0,7.2
A Zampa,Death,2017,31.0,17,4,2.83,10.95
A Zampa,Death,2021,27.0,6,0,1.0,27.0
A Zampa,Death,2023,37.0,24,3,4.0,9.25
A Zampa,Death,2025,35.0,12,0,2.0,17.5
A Zampa,Middle,2016,71.0,66,6,11.0,6.45
A Zampa,Middle,2017,132.0,102,3,17.0,7.76
A Zampa,Middle,2021,65.0,60,2,10.0,6.5
A Zampa,Middle,2023,112.0,72,3,12.0,9.33
A Zampa,Middle,2025,59.0,36,2,6.0,9.83
A Zampa,Powerplay,2016,8.0,6,0,1.0,8.0
A Zampa,Powerplay,2023,39.0,36,3,6.0,6.5
AA Chavan,Death,2012,32.0,14,3,2.33,13.73
AA Chavan,Middle,2011,5.0,6,0,1.0,5.0
AA Chavan,Middle,2012,124.0,78,1,13.0,9.54
AA Chavan,Middle,2013,10.0,6,1,1.0,10.0
AA Chavan,Powerplay,2011,22.0,24,0,4.0,5.5
AA Chavan,Powerplay,2012,80.0,72,3,12.0,6.67
AA Chavan,Powerplay,2013,53.0,48,0,8.0,6.62
AA Jhunjhunwala,Middle,2010,45.0,24,0,4.0,11.25
AA Jhunjhunwala,Middle,2011,22.0,12,0,2.0,11.0
AA Jhunjhunwala,Middle,2012,13.0,18,1,3.0,4.33
AA Jhunjhunwala,Powerplay,2010,22.0,12,0,2.0,11.0
AA Jhunjhunwala,Powerplay,2012,25.0,18,0,3.0,8.33
AA Kazi,Middle,2011,21.0,12,1,2.0,10.5
AA Noffke,Death,2008,11.0,12,1,2.0,5.5
AA Noffke,Middle,2008,7.0,6,0,1.0,7.0
AA Noffke,Powerplay,2008,22.0,6,0,1.0,22.0
AB Agarkar,Death,2008,11.0,12,2,2.0,5.5
AB Agarkar,Death,2009,103.0,60,2,10.0,10.3
AB Agarkar,Death,2010,37.0,24,0,4.0,9.25
AB Agarkar,Death,2011,94.0,54,4,9.0,10.44
AB Agarkar,Death,2012,25.0,14,1,2.33,10.73
AB Agarkar,Death,2013,36.0,18,0,3.0,12.0
AB Agarkar,Middle,2008,94.0,78,4,13.0,7.23
AB Agarkar,Middle,2009,104.0,78,4,13.0,8.0
AB Agarkar,Middle,2010,109.0,66,2,11.0,9.91
AB Agarkar,Middle,2011,116.0,96,5,16.0,7.25
AB Agarkar,Middle,2012,94.0,66,3,11.0,8.55
AB Agarkar,Middle,2013,43.0,36,0,6.0,7.17
AB Agarkar,Powerplay,2008,102.0,66,2,11.0,9.27
AB Agarkar,Powerplay,2009,77.0,48,2,8.0,9.62
AB Agarkar,Powerplay,2010,57.0,42,2,7.0,8.14
AB Agarkar,Powerplay,2011,21.0,12,0,2.0,10.5
AB Agarkar,Powerplay,2012,15.0,6,0,1.0,15.0
AB Agarkar,Powerplay,2013,13.0,6,0,1.0,13.0
AB Dinda,Death,2008,14.0,18,2,3.0,4.67
AB Dinda,Death,2009,47.0,24,2,4.0,11.75
AB Dinda,Death,2010,21.0,19,5,3.17,6.62
AB Dinda,Death,2011,55.0,24,1,4.0,13.75
AB Dinda,Death,2012,69.0,54,5,9.0,7.67
AB Dinda,Death,2013,273.0,138,11,23.0,11.87
AB Dinda,Death,2014,113.0,54,1,9.0,12.56
AB Dinda,Death,2016,101.0,57,7,9.5,10.63
AB Dinda,Death,2017,68.0,24,1,4.0,17.0
AB Dinda,Middle,2008,96.0,72,2,12.0,8.0
AB Dinda,Middle,2009,6.0,18,0,3.0,2.0
AB Dinda,Middle,2010,30.0,36,4,6.0,5.0
AB Dinda,Middle,2011,9.0,12,1,2.0,4.5
AB Dinda,Middle,2012,17.0,12,0,2.0,8.5
AB Dinda,Middle,2013,60.0,54,3,9.0,6.67
AB Dinda,Middle,2014,85.0,84,1,14.0,6.07
AB Dinda,Middle,2015,18.0,6,0,1.0,18.0
AB Dinda,Powerplay,2008,150.0,144,7,24.0,6.25
AB Dinda,Powerplay,2009,140.0,102,4,17.0,8.24
AB Dinda,Powerplay,2010,101.0,84,3,14.0,7.21
AB Dinda,Powerplay,2011,88.0,66,3,11.0,8.0
AB Dinda,Powerplay,2012,83.0,78,5,13.0,6.38
AB Dinda,Powerplay,2013,132.0,102,4,17.0,7.76
AB Dinda,Powerplay,2014,72.0,48,3,8.0,9.0
AB Dinda,Powerplay,2015,44.0,24,0,4.0,11.0
AB Dinda,Powerplay,2016,130.0,126,6,21.0,6.19
AB Dinda,Powerplay,2017,51.0,36,1,6.0,8.5
AB McDonald,Death,2010,50.0,24,3,4.0,12.5
AB McDonald,Death,2012,1.0,6,1,1.0,1.0
AB McDonald,Middle,2009,22.0,18,0,3.0,7.33
AB McDonald,Middle,2010,50.0,36,3,6.0,8.33
AB McDonald,Middle,2011,12.0,6,0,1.0,12.0
AB McDonald,Middle,2012,45.0,42,3,7.0,6.43
AB McDonald,Middle,2013,17.0,12,1,2.0,8.5
AB McDonald,Powerplay,2010,38.0,24,2,4.0,9.5
AB McDonald,Powerplay,2011,11.0,6,0,1.0,11.0
AB McDonald,Powerplay,2012,15.0,12,1,2.0,7.5
AC Thomas,Death,2011,143.0,81,2,13.5,10.59
AC Thomas,Death,2012,50.0,30,3,5.0,10.0
AC Thomas,Middle,2011,15.0,18,3,3.0,5.0
AC Thomas,Middle,2012,7.0,6,0,1.0,7.0
AC Thomas,Powerplay,2011,139.0,132,6,22.0,6.32
AC Thomas,Powerplay,2012,52.0,48,2,8.0,6.5
AC Voges,Death,2010,5.0,6,0,1.0,5.0
AC Voges,Middle,2010,45.0,36,1,6.0,7.5
AC Voges,Powerplay,2010,26.0,12,0,2.0,13.0
AD Mascarenhas,Death,2012,39.0,24,2,4.0,9.75
AD Mascarenhas,Middle,2008,9.0,12,2,2.0,4.5
AD Mascarenhas,Middle,2009,34.0,30,0,5.0,6.8
AD Mascarenhas,Middle,2010,25.0,24,2,4.0,6.25
AD Mascarenhas,Middle,2012,30.0,36,1,6.0,5.0
AD Mascarenhas,Middle,2013,12.0,12,0,2.0,6.0
AD Mascarenhas,Powerplay,2008,20.0,12,0,2.0,10.0
AD Mascarenhas,Powerplay,2009,95.0,84,6,14.0,6.79
AD Mascarenhas,Powerplay,2010,40.0,24,2,4.0,10.0
AD Mascarenhas,Powerplay,2012,36.0,36,4,6.0,6.0
AD Mascarenhas,Powerplay,2013,13.0,12,0,2.0,6.5
AD Mathews,Death,2010,47.0,39,3,6.5,7.23
AD Mathews,Death,2012,31.0,24,2,4.0,7.75
AD Mathews,Death,2013,68.0,48,4,8.0,8.5
AD Mathews,Death,2015,46.0,30,1,5.0,9.2
AD Mathews,Death,2017,25.0,12,0,2.0,12.5
AD Mathews,Middle,2009,16.0,6,0,1.0,16.0
AD Mathews,Middle,2010,232.0,162,4,27.0,8.59
AD Mathews,Middle,2012,131.0,120,5,20.0,6.55
AD Mathews,Middle,2013,131.0,96,1,16.0,8.19
AD Mathews,Middle,2015,132.0,108,2,18.0,7.33
AD Mathews,Middle,2017,31.0,18,0,3.0,10.33
AD Mathews,Powerplay,2009,9.0,6,0,1.0,9.0
AD Mathews,Powerplay,2010,35.0,24,1,4.0,8.75
AD Mathews,Powerplay,2012,30.0,12,0,2.0,15.0
AD Mathews,Powerplay,2013,41.0,42,1,7.0,5.86
AD Mathews,Powerplay,2015,68.0,42,4,7.0,9.71
AD Russell,Death,2012,39.0,18,0,3.0,13.0
AD Russell,Death,2013,18.0,12,0,2.0,9.0
AD Russell,Death,2014,25.0,12,0,2.0,12.5
AD Russell,Death,2015,86.0,60,6,10.0,8.6
AD Russell,Death,2016,107.0,51,9,8.5,12.59
AD Russell,Death,2018,83.0,48,3,8.0,10.38
AD Russell,Death,2019,69.0,43,4,7.17,9.62
AD Russell,Death,2021,220.0,120,14,20.0,11.0
AD Russell,Death,2022,141.0,73,11,12.17,11.59
AD Russell,Death,2023,60.0,31,2,5.17,11.61
AD Russell,Death,2024,90.0,56,7,9.33,9.65
AD Russell,Death,2025,112.0,62,3,10.33,10.84
AD Russell,Middle,2012,97.0,54,1,9.0,10.78
AD Russell,Middle,2013,41.0,24,0,4.0,10.25
AD Russell,Middle,2014,27.0,18,2,3.0,9.0
AD Russell,Middle,2015,181.0,142,7,23.67,7.65
AD Russell,Middle,2016,62.0,48,2,8.0,7.75
AD Russell,Middle,2018,133.0,96,6,16.0,8.31
AD Russell,Middle,2019,132.0,90,5,15.0,8.8
AD Russell,Middle,2021,121.0,84,4,14.0,8.64
AD Russell,Middle,2022,108.0,72,7,12.0,9.0
AD Russell,Middle,2023,39.0,24,1,4.0,9.75
AD Russell,Middle,2024,205.0,120,12,20.0,10.25
AD Russell,Middle,2025,94.0,41,4,6.83,13.76
AD Russell,Powerplay,2012,25.0,24,0,4.0,6.25
AD Russell,Powerplay,2013,9.0,6,0,1.0,9.0
AD Russell,Powerplay,2015,57.0,42,1,7.0,8.14
AD Russell,Powerplay,2016,122.0,120,8,20.0,6.1
AD Russell,Powerplay,2018,139.0,83,4,13.83,10.05
AD Russell,Powerplay,2019,86.0,48,2,8.0,10.75
AD Russell,Powerplay,2021,22.0,18,0,3.0,7.33
AD Russell,Powerplay,2022,29.0,24,3,4.0,7.25
AD Russell,Powerplay,2023,73.0,36,4,6.0,12.17
AD Russell,Powerplay,2025,11.0,6,1,1.0,11.0
AF Milne,Death,2016,11.0,6,0,1.0,11.0
AF Milne,Death,2017,37.0,30,4,5.0,7.4
AF Milne,Death,2021,34.0,18,1,3.0,11.33
AF Milne,Death,2026,19.0,8,0,1.33,14.29
AF Milne,Middle,2016,7.0,6,1,1.0,7.0
AF Milne,Middle,2017,51.0,24,0,4.0,12.75
AF Milne,Middle,2021,27.0,24,0,4.0,6.75
AF Milne,Powerplay,2016,25.0,12,0,2.0,12.5
AF Milne,Powerplay,2017,46.0,30,0,5.0,9.2
AF Milne,Powerplay,2021,70.0,42,3,7.0,10.0
AF Milne,Powerplay,2022,12.0,12,0,2.0,6.0
AF Milne,Powerplay,2026,22.0,12,0,2.0,11.0
AG Murtaza,Death,2010,22.0,12,0,2.0,11.0
AG Murtaza,Death,2011,28.0,12,0,2.0,14.0
AG Murtaza,Middle,2010,62.0,48,3,8.0,7.75
AG Murtaza,Middle,2011,58.0,60,4,10.0,5.8
AG Murtaza,Middle,2013,91.0,54,2,9.0,10.11
AG Murtaza,Powerplay,2010,7.0,12,1,2.0,3.5
AG Murtaza,Powerplay,2011,31.0,48,1,8.0,3.88
AG Murtaza,Powerplay,2012,11.0,12,0,2.0,5.5
AG Murtaza,Powerplay,2013,3.0,6,1,1.0,3.0
AJ Finch,Death,2011,5.0,6,0,1.0,5.0
AJ Finch,Middle,2010,4.0,6,0,1.0,4.0
AJ Finch,Middle,2011,8.0,6,0,1.0,8.0
AJ Finch,Middle,2013,46.0,18,1,3.0,15.33
AJ Finch,Powerplay,2013,3.0,6,0,1.0,3.0
AJ Hosein,Death,2026,14.0,10,1,1.67,8.38
AJ Hosein,Middle,2023,10.0,6,1,1.0,10.0
AJ Hosein,Middle,2026,91.0,72,5,12.0,7.58
AJ Hosein,Powerplay,2023,30.0,18,0,3.0,10.0
AJ Hosein,Powerplay,2026,93.0,66,3,11.0,8.45
AJ Tye,Death,2017,77.0,60,6,10.0,7.7
AJ Tye,Death,2018,194.0,138,16,23.0,8.43
AJ Tye,Death,2019,102.0,54,2,9.0,11.33
AJ Tye,Death,2021,31.0,12,1,2.0,15.5
AJ Tye,Death,2022,47.0,24,2,4.0,11.75
AJ Tye,Middle,2017,24.0,30,3,5.0,4.8
AJ Tye,Middle,2018,131.0,96,5,16.0,8.19
AJ Tye,Middle,2019,81.0,54,0,9.0,9.0
AJ Tye,Middle,2021,11.0,6,0,1.0,11.0
AJ Tye,Middle,2022,28.0,18,0,3.0,9.33
AJ Tye,Powerplay,2017,40.0,36,3,6.0,6.67
AJ Tye,Powerplay,2018,123.0,102,7,17.0,7.24
AJ Tye,Powerplay,2019,50.0,24,1,4.0,12.5
AJ Tye,Powerplay,2021,8.0,6,1,1.0,8.0
AJ Tye,Powerplay,2022,32.0,24,1,4.0,8.0
AK Markram,Death,2026,29.0,12,0,2.0,14.5
AK Markram,Middle,2021,5.0,6,0,1.0,5.0
AK Markram,Middle,2022,64.0,36,1,6.0,10.67
AK Markram,Middle,2023,52.0,36,1,6.0,8.67
AK Markram,Middle,2024,15.0,12,0,2.0,7.5
AK Markram,Middle,2025,78.0,54,3,9.0,8.67
AK Markram,Middle,2026,54.0,24,0,4.0,13.5
AK Markram,Powerplay,2021,18.0,18,0,3.0,6.0
AK Markram,Powerplay,2023,17.0,12,0,2.0,8.5
AK Markram,Powerplay,2025,24.0,12,1,2.0,12.0
AL Menaria,Death,2011,38.0,18,0,3.0,12.67
AL Menaria,Middle,2011,30.0,30,1,5.0,6.0
AL Menaria,Middle,2012,11.0,12,1,2.0,5.5
AL Menaria,Powerplay,2011,53.0,42,1,7.0,7.57
AL Menaria,Powerplay,2012,2.0,6,0,1.0,2.0
AM Ghazanfar,Death,2026,74.0,35,4,5.83,12.69
AM Ghazanfar,Middle,2026,207.0,138,4,23.0,9.0
AM Ghazanfar,Powerplay,2026,108.0,60,7,10.0,10.8
AM Nayar,Death,2009,9.0,6,1,1.0,9.0
AM Nayar,Middle,2008,68.0,42,1,7.0,9.71
AM Nayar,Middle,2009,65.0,60,3,10.0,6.5
AM Nayar,Middle,2011,95.0,61,2,10.17,9.34
AM Nayar,Middle,2012,16.0,6,0,1.0,16.0
AM Nayar,Middle,2013,59.0,48,2,8.0,7.38
AM Nayar,Powerplay,2009,10.0,6,0,1.0,10.0
AM Rahane,Middle,2009,5.0,6,1,1.0,5.0
AM Salvi,Death,2009,17.0,12,0,2.0,8.5
AM Salvi,Death,2011,29.0,18,2,3.0,9.67
AM Salvi,Middle,2009,60.0,42,4,7.0,8.57
AM Salvi,Middle,2011,17.0,12,0,2.0,8.5
AM Salvi,Powerplay,2009,57.0,48,0,8.0,7.12
AM Salvi,Powerplay,2011,20.0,18,1,3.0,6.67
AN Ahmed,Death,2011,33.0,24,4,4.0,8.25
AN Ahmed,Death,2013,5.0,6,2,1.0,5.0
AN Ahmed,Death,2014,66.0,38,2,6.33,10.43
AN Ahmed,Death,2015,72.0,24,1,4.0,18.0
AN Ahmed,Middle,2010,26.0,12,0,2.0,13.0
AN Ahmed,Middle,2011,68.0,48,0,8.0,8.5
AN Ahmed,Middle,2013,8.0,12,1,2.0,4.0
AN Ahmed,Middle,2014,26.0,24,1,4.0,6.5
AN Ahmed,Middle,2015,21.0,18,1,3.0,7.0
AN Ahmed,Powerplay,2011,68.0,48,3,8.0,8.5
AN Ahmed,Powerplay,2012,17.0,12,0,2.0,8.5
AN Ahmed,Powerplay,2013,32.0,24,0,4.0,8.0
AN Ahmed,Powerplay,2014,21.0,24,0,4.0,5.25
AN Ahmed,Powerplay,2015,35.0,30,0,5.0,7.0
AP Dole,Death,2010,22.0,12,1,2.0,11.0
AP Dole,Middle,2010,28.0,24,2,4.0,7.0
AP Dole,Powerplay,2010,62.0,30,2,5.0,12.4
AR Patel,Death,2014,105.0,90,7,15.0,7.0
AR Patel,Death,2015,121.0,71,5,11.83,10.23
AR Patel,Death,2016,61.0,35,1,5.83,10.46
AR Patel,Death,2017,34.0,24,3,4.0,8.5
AR Patel,Death,2018,18.0,12,0,2.0,9.0
AR Patel,Death,2019,58.0,36,2,6.0,9.67
AR Patel,Death,2021,49.0,42,4,7.0,7.0
AR Patel,Death,2022,31.0,18,0,3.0,10.33
AR Patel,Death,2023,16.0,6,0,1.0,16.0
AR Patel,Death,2024,16.0,18,0,3.0,5.33
AR Patel,Death,2025,28.0,18,0,3.0,9.33
AR Patel,Death,2026,7.0,12,1,2.0,3.5
AR Patel,Middle,2014,244.0,258,12,43.0,5.67
AR Patel,Middle,2015,249.0,191,8,31.83,7.82
AR Patel,Middle,2016,246.0,192,12,32.0,7.69
AR Patel,Middle,2017,284.0,228,10,38.0,7.47
AR Patel,Middle,2018,153.0,114,1,19.0,8.05
AR Patel,Middle,2019,226.0,204,9,34.0,6.65
AR Patel,Middle,2021,449.0,420,17,70.0,6.41
AR Patel,Middle,2022,232.0,192,4,32.0,7.25
AR Patel,Middle,2023,236.0,210,9,35.0,6.74
AR Patel,Middle,2024,267.0,222,9,37.0,7.22
AR Patel,Middle,2025,161.0,108,3,18.0,8.94
AR Patel,Middle,2026,232.0,168,8,28.0,8.29
AR Patel,Powerplay,2014,56.0,48,0,8.0,7.0
AR Patel,Powerplay,2015,22.0,18,1,3.0,7.33
AR Patel,Powerplay,2016,81.0,60,0,10.0,8.1
AR Patel,Powerplay,2017,44.0,36,2,6.0,7.33
AR Patel,Powerplay,2018,47.0,30,2,5.0,9.4
